AD	Martina
AD	Emma
AD	Jana
AD	Lucia
AD	Iker
AD	Leo
AD	Biel
AD	Dylan
AD	Jordi
AD	Marc
AE	Mariam
AE	Sara
AE	Sarah
AE	Fatima
AE	Fatma
AE	Ayesha
AE	Noor
AE	Mohammad
AE	Ali
AE	Omar
AE	Ahmad
AE	Ahmed
AE	Abdulla
AE	Abdullah
AL	Amelia
AL	Ajla
AL	Aria
AL	Amelja
AL	Leandra
AL	Ambra
AL	Klea
AL	Melisa
AL	Amaris
AL	Reina
AL	Noel
AL	Aron
AL	Joel
AL	Roan
AL	Amar
AL	Mateo
AL	Alteo
AL	Roel
AL	Luis
AL	Dion
AM	Anahit
AM	Gayane
AM	Anna
AM	Karine
AM	Hasmik
AM	Lusine
AM	Susanna
AM	Armine
AM	Narine
AM	Lilit
AM	Armen
AM	Artur
AM	Karen
AM	Samvel
AM	Gevorg
AM	Ashot
AM	Davit
AM	Arman
AM	Hovhannes
AM	Gagik
AM	Nare
AM	Maria
AM	Arpi
AM	Maneh
AM	Angelina
AM	Mari
AM	Eva
AM	Mariam
AM	Sofi
AM	Narek
AM	Monte
AM	Tigran
AM	Areg
AM	Hayk
AM	Mark
AM	Mikayel
AM	Aleks
AM	Areni
AR	Emma
AR	Olivia
AR	Martina
AR	Isabella
AR	Alma
AR	Catalina
AR	Mia
AR	Victoria
AR	Delfina
AR	Mateo
AR	Bautista
AR	Juan
AR	Felipe
AR	Bruno
AR	Noah
AR	Benicio
AR	Thiago
AR	Ciro
AR	Liam
AT	Marie
AT	Emilia
AT	Anna
AT	Emma
AT	Lena
AT	Mia
AT	Laura
AT	Valentina
AT	Hannah
AT	Lea
AT	Paul
AT	Jakob
AT	Maximilian
AT	Elias
AT	David
AT	Felix
AT	Leon
AT	Tobias
AT	Jonas
AT	Noah
AT	Sophia
AT	Sara
AT	Sophie
AT	Elena
AT	Mateo
AT	Luka
AT	Theodor
AT	Mohammad
AT	Alexander
AT	Adam
AU	Charlotte
AU	Amelia
AU	Isla
AU	Olivia
AU	Mia
AU	Ava
AU	Matilda
AU	Ella
AU	Grace
AU	Willow
AU	Oliver
AU	Noah
AU	Leo
AU	William
AU	Henry
AU	Jack
AU	Theodore
AU	Hudson
AU	Charlie
AU	Luca
AW	Alysha
AW	Isabella
AW	Isabelle
AW	Emily
AW	Emely
AW	Daniel
AW	Dylan
AW	Dyllan
AW	Kevin
AW	Keven
AZ	Ali
AZ	Elchin
AZ	Vugar
AZ	Anar
AZ	Elnur
AZ	Samir
AZ	Elshan
AZ	Rashad
AZ	Ilgar
AZ	Vusal
AZ	Zahra
AZ	Aylin
AZ	Zeynab
AZ	Maryam
AZ	Fatima
AZ	Nilay
AZ	Malak
AZ	Ayla
AZ	Nuray
AZ	Huseyn
AZ	Yusif
AZ	Mahammad
AZ	Raul
AZ	Omar
AZ	Murad
AZ	Adam
AZ	Tunar
AZ	Sevinj
AZ	Gunel
AZ	Leyla
AZ	Aygun
AZ	Gunay
AZ	Sevda
AZ	Vusala
AZ	Konul
AZ	Aysel
AZ	Tarana
BA	Sara
BA	Merjem
BA	Asja
BA	Esma
BA	Amina
BA	Ema
BA	Hana
BA	Lejla
BA	Lamija
BA	Dalila
BA	Davud
BA	Ahmed
BA	Hamza
BA	Amar
BA	Adin
BA	Daris
BA	Eman
BA	Harun
BA	Ali
BD	Mohammed
BD	Mohammad
BD	Abdul
BD	Muhammad
BD	Abdullah
BD	Ahmed
BD	Syed
BD	Kazi
BD	Sheikh
BD	Hasan
BE	Olivia
BE	Emma
BE	Louise
BE	Mila
BE	Alice
BE	Camille
BE	Lina
BE	Sofia
BE	Ella
BE	Juliette
BE	Arthur
BE	Noah
BE	Louis
BE	Liam
BE	Jules
BE	Adam
BE	Lucas
BE	Gabriel
BE	Victor
BE	Oscar
BO	Martha
BO	Roxana
BO	Ana Maria
BO	Elizabeth
BO	Sonia
BO	Juana
BO	Patricia
BO	Lidia
BO	Rosmery
BO	Carmen
BO	Juan Carlos
BO	Marco Antonio
BO	Juan
BO	Mario
BO	David
BO	Ferndo
BO	Victor Hugo
BO	Jorge
BR	Maria
BR	Ana
BR	Francisca
BR	Adriana
BR	Juliana
BR	Marcia
BR	Fernanda
BR	Aline
BR	Francisco
BR	Carlos
BR	Paulo
BR	Pedro
BR	Lucas
BR	Luiz
BR	Marcos
BR	Helena
BR	Alice
BR	Laura
BR	Maria Alice
BR	Sophia
BR	Manuela
BR	Liz
BR	Isabella
BR	Miguel
BR	Arthur
BR	Gael
BR	Heitor
BR	Ravi
BR	Davi
BR	Berrdo
BR	Noah
BR	Gabriel
BY	Alisa
BY	Hanna
BY	Maryja
BY	Safija
BY	Maksim
BY	Mark
BY	Michail
CA	Olivia
CA	Emma
CA	Charlotte
CA	Amelia
CA	Ava
CA	Sophia
CA	Chloe
CA	Mia
CA	Mila
CA	Isla
CA	Alice
CA	Noah
CA	Liam
CA	William
CA	Leo
CA	Benjamin
CA	Theodore
CA	Jack
CA	Thomas
CA	Logan
CA	Oliver
CA	Charlie
CA	Florence
CA	Livia
CA	Rose
CA	Juliette
CA	Jacob
CA	Arthur
CA	Louis
CA	Nathan
CH	Mia
CH	Emma
CH	Elena
CH	Lina
CH	Mila
CH	Emilia
CH	Sofia
CH	Olivia
CH	Nora
CH	Alina
CH	Noah
CH	Liam
CH	Matteo
CH	Luca
CH	Gabriel
CH	Leon
CH	Elias
CH	Louis
CH	Lio
CH	Nino
CL	Emma
CL	Isabella
CL	Emilia
CL	Julieta
CL	Trinidad
CL	Isidora
CL	Agustina
CL	Josefa
CL	Mia
CL	Mateo
CL	Gaspar
CL	Santiago
CL	Lucas
CL	Liam
CL	Vicente
CL	Maximiliano
CO	Antonella
CO	Isabella
CO	Luciana
CO	Celeste
CO	Victoria
CO	Gabriela
CO	Mariana
CO	Julieta
